Year,Round,Pick,Player,Position,NBA Team,Prev Team
1988,2,27,"Jones, Shelton",F,San Antonio Spurs,St. John's
1988,2,28,"Lang, Andrew",C,Phoenix Suns,Arkansas
1988,2,29,"Del Negro, Vinny",SG,Sacramento Kings,NC State
1988,2,30,"Dembo, Fennis",PF,Detroit Pistons,Wyoming
1988,2,31,"Stephens, Everette",G,Philadelphia 76ers,Purdue
1988,2,32,"Shackleford, Charles",F/C,New Jersey Nets,NC State
1988,2,33,"Long, Grant",F,Miami Heat,Eastern Michigan
1988,2,34,"Tolbert, Tom",F/C,Charlotte Hornets,Arizona
1988,2,35,"Gray, Sylvester",F,Miami Heat,Memphis State
1988,2,36,"Eackles, Ledell",G/F,Washington Bullets,New Orleans
1988,2,37,"Butler, Greg",C,New York Knicks,Stanford
1988,2,38,"Garrett, Dean",C,Phoenix Suns,Indiana
1988,2,39,"Horford, Tito",C,Milwaukee Bucks,Miami (FL)
1988,2,40,"Graham, Orlando",F,Miami Heat,Auburn-Montgomery
1988,2,41,"Smart, Keith",G,Golden State Warriors,Indiana
1988,2,42,"Moe, Jeff",SG,Utah Jazz,Iowa
1988,2,43,"Mitchell, Todd",F,Denver Nuggets,Purdue
1988,2,44,"Taylor, Anthony",G,Atlanta Hawks,Oregon
1988,2,45,"Garrick, Tom",G,Los Angeles Clippers,Rhode Island
1988,2,46,"Wiley, Morlon",G,Dallas Mavericks,Long Beach State
1988,2,47,"Maxwell, Vernon",SG,Denver Nuggets,Florida
1988,2,48,"Williams, Micheal",G,Detroit Pistons,Baylor
1988,2,49,"Vargas, José",C/PF,Dallas Mavericks,LSU
1988,2,50,"Kerr, Steve",PG,Phoenix Suns,Arizona
1988,3,51,"Lock, Rob",F,Los Angeles Clippers,Kentucky
1988,3,52,"Hamilton, Derrick",SF,New Jersey Nets,Southern Miss
1988,3,53,"Mason, Anthony",SF/PF,Portland Trail Blazers,Tennessee State
1988,3,54,"González, Jorge",C,Atlanta Hawks,Sport Club de Cañada de Gómez
1988,3,55,"Johns, Rodney",PG,Phoenix Suns,Grand Canyon
1988,3,56,"Sumpter, Barry",F/C,San Antonio Spurs,Austin Peay
1988,3,57,"Montenegro, Hernán",PF/C,Philadelphia 76ers,LSU
1988,3,58,"Moore, Jeff",PF,Charlotte Hornets,Auburn
1988,3,59,"Johnston, Nate",F,Miami Heat,Tampa
1988,3,60,Ed Davender,PG,Washington Bullets,Kentucky
1988,3,61,"Crook, Herbert",SF/SG,Indiana Pacers,Louisville
1988,3,62,"Lewis, Derrick",PF,Chicago Bulls,Maryland
1988,3,63,"Jones, Mike",PF,Milwaukee Bucks,Auburn
1988,3,64,"Bennett, Winston",F,Cleveland Cavaliers,Kentucky
1988,3,65,"Gaines, Corey",G,Seattle SuperSonics,Loyola Marymount
1988,3,66,"Boyd, Dwight",SG,Denver Nuggets,Memphis State
1988,3,67,"Grace, Ricky",G,Utah Jazz,Oklahoma
1988,3,68,"Middleton, Darryl",PF,Atlanta Hawks,Baylor
1988,3,69,"Stinnie, Phil",PF,New York Knicks,VCU
1988,3,70,"Johnson, Jerry",PG,Dallas Mavericks,Florida Southern
1988,3,71,"Neal, Craig",G,Portland Trail Blazers,Georgia Tech
1988,3,72,"Johnson, Lee",PF,Detroit Pistons,Norfolk State
1988,3,73,"Anderson, Michael",G,Indiana Pacers,Drexel
1988,3,74,"Paddio, Gerald",F/G,Boston Celtics,UNLV
1988,3,75,"Marshall, Archie",SF,San Antonio Spurs,Kansas
